식품명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지,단백질,지방,탄수화물,총당류,나트륨,콜레스테롤,총포화지방산,트랜스지방산,카페인
스파이시 치킨 치아바타,168,g,168,0,510,23,0,0,5,850,0,7,0,0
베이컨에그 잉글리쉬머핀,126,g,126,0,280,14,0,0,3,754,0,5,0,0
햄에그 잉글리쉬머핀,123,g,123,0,235,14,0,0,1,704,0,3,0,0
그릭슈바인소시지로만든모짜렐라핫도그,80,g,80,0,260,8,0,0,7,450,0,4,0,0
(앳홈)그릭슈바인 소시지로 만든 핫도그,85,g,85,0,270,7,0,0,7,380,0,4.9,0,0
(앳홈) 크림치즈프렛즐,99,g,99,0,250,7,0,0,5,310,0,3,0,0
(앳홈) 치킨퀘사디아,99,g,99,0,190,13,0,0,2,640,0,3,0,0
(앳홈) 스파이시 치킨 브리또,130,g,130,0,260,15,0,0,3,880,0,3.5,0,0
아메리카노(R),400,mL,0,400,10,0,0,0,0,10,0,0,0,0
아메리카노(S),318,mL,0,318,10,0,0,0,0,11,0,0,0,0
아이스 아메리카노(R),460,mL,0,460,15,0,0,0,0,13,0,0,0,0
아이스 아메리카노(S),355,mL,0,355,10,0,0,0,0,10,0,0,0,0
카페라떼(R),405,mL,0,405,210,10,0,0,14,165,0,8,0,0
카페라떼(S),305,mL,0,305,160,7,0,0,10,125,0,6,0,0
아이스 카페라떼(R),450,mL,0,450,145,6,0,0,9,113,0,5,0,0
아이스 카페라떼(S),328,mL,0,328,100,4,0,0,6,81,0,4,0,0
카푸치노(R),370,mL,0,370,190,8,0,0,12,148,0,7,0,0
카푸치노(S),285,mL,0,285,145,7,0,0,10,115,0,5,0,0
카페모카(R),431,mL,0,431,440,10,0,0,20,165,0,17,0,0
카페모카(S),326,mL,0,326,350,8,0,0,16,126,0,15,0,0
아이스 카페모카(R),506,mL,0,506,375,8,0,0,17,130,0,15,0,0
아이스 카페모카(S),379,mL,0,379,310,6,0,0,13,98,0,14,0,0
카라멜마끼아또(R),414,mL,0,414,340,10,0,0,39,224,0,5,0,0
카라멜마끼아또(S),293,mL,0,293,235,7,0,0,27,157,0,4.8,0,0
아이스 카라멜마끼아또(R),504,mL,0,504,380,8,0,0,36,179,0,14,0,0
아이스 카라멜마끼아또(S),376,mL,0,376,295,6,0,0,26,128,0,12,0,0
아이스 바닐라라떼(R),508,mL,0,508,375,7,0,0,37,201,0,13,0,0
아이스 바닐라라떼(S),371,mL,0,371,280,5,0,0,23,144,0,12,0,0
폼나는 콜드브루 아메리카노 (R),415,mL,0,415,40,1,0,0,4,14,0,0.7,0,0
코코넛 콜드브루 라떼,390,mL,0,390,210,5,0,0,15,94,0,8,0,0
코코넛 콜드브루 크러쉬,370,mL,0,370,355,5,0,0,26,90,0,12,0,0
콜드브루 아메리카노(R),460,mL,0,460,15,0,0,0,0,0,0,0,0,0
콜드브루 아메리카노(S),370,mL,0,370,10,0,0,0,0,0,0,0,0,0
콜드브루 라떼(R),460,mL,0,460,135,6,0,0,8,93,0,4.6,0,0
콜드브루 라떼(S),370,mL,0,370,100,5,0,0,7,75,0,3.8,0,0
콜드브루 허니라떼(R),485,mL,0,485,200,6,0,0,26,94,0,4.6,0,0
콜드브루 허니라떼(S),390,mL,0,390,165,5,0,0,22,76,0,3.8,0,0
콜드브루 보틀,200,mL,0,200,25,1,0,0,0,0,0,0,0,0
폼나는 메종드 카라멜,418,mL,0,418,275,7,0,0,33,131,0,6,0,0
폼나는 롱비치블루 아메리카노®,415,mL,0,415,45,1,0,0,4,14,0,0.7,0,0
롱비치블루 아이스 바닐라라떼(S),358,mL,0,358,215,6,0,0,24,158,0,4.6,0,0
롱비치블루 아이스 카페모카(S),396,mL,0,396,345,7,0,0,28,125,0,14,0,0
롱비치블루 카라멜마끼아또(S),253,mL,0,253,235,7,0,0,27,143,0,4.6,0,0
롱비치블루 아이스 카페라떼(S),350,mL,0,350,140,6,0,0,9,98,0,4.9,0,0
롱비치블루 아이스 아메리카노(S),355,mL,0,355,10,0,0,0,0,0,0,0.1,0,0
롱비치블루 바닐라라떼(S),288,mL,0,288,245,7,0,0,26,178,0,6,0,0
롱비치블루 카페모카(S),326,mL,0,326,370,9,0,0,30,145,0,15,0,0
롱비치블루 아이스 카라멜마끼아또(S),358,mL,0,358,230,6,0,0,27,140,0,4.5,0,0
롱비치블루 카푸치노(S),255,mL,0,255,150,7,0,0,10,105,0,5,0,0
롱비치블루 카페라떼(S),290,mL,0,290,170,1,0,0,0,0,0,0.1,0,0
롱비치블루 아메리카노(S),310,mL,0,310,15,0,0,0,0,0,0,0.1,0,0
딸기 요거트 스무디,395,mL,0,395,310,6,0,0,52,95,0,3.5,0,0
플레인 요거트 스무디,405,mL,0,405,350,9,0,0,58,141,0,4,0,0
스트로베리 바나나 쿨라타(R),440,mL,0,440,230,0,0,0,53,8,0,0,0,0
스트로베리 바나나 쿨라타(S),360,mL,0,360,190,0,0,0,43,7,0,0,0,0
오렌지 망고 쿨라타(R),440,mL,0,440,230,0,0,0,54,6,0,0,0,0
오렌지 망고 쿨라타(S),360,mL,0,360,190,0,0,0,44,5,0,0,0,0
청포도 봉봉 쿨라타(R),440,mL,0,440,170,0,0,0,40,26,0,0,0,0
청포도 봉봉 쿨라타(S),360,mL,0,360,140,0,0,0,33,22,0,0,0,0
허니딸기라떼,343,mL,0,343,270,5,0,0,45,79,0,4,0,0
딸기 스무디,385,mL,0,385,250,2,0,0,56,40,0,0,0,0
망고 스무디,375,mL,0,375,190,1,0,0,44,35,0,0,0,0
미숫가루 크러쉬(S),410,mL,0,410,297,7,0,0,34,93,0,4,0,0
블랙버블 미숫가루 크러쉬(S),455,mL,0,455,381,7,0,0,45,103,0,4,0,0
허쉬 모카 던카치노(S),428,mL,0,428,330,4,0,0,38,58,0,10,0,0
블랙버블 허쉬 크러쉬(S),468,mL,0,468,465,4,0,0,46,281,0,11,0,0
깔라만시 크러쉬,400,mL,0,400,180,0,0,0,42,4,0,0,0,0
제주감귤 아이스 크러쉬,400,mL,0,400,230,0,0,0,43,0,0,0,0,0
수박 크러쉬(S),400,mL,0,400,150,2,0,0,35,20,0,0,0,0
카라멜 던카치노(S),369,mL,0,369,300,4,0,0,36,205,0,5,0,0
레몬에이드(R),472,mL,0,472,220,0,0,0,52,25,0,0.2,0,0
자몽 에이드(R),457,mL,0,457,190,0,0,0,43,25,0,0,0,0
아이스티 복숭아(R),495,mL,0,495,195,0,0,0,47,2,0,0,0,0
아이스티 복숭아(S),420,mL,0,420,170,0,0,0,41,2,0,0,0,0
미숫가루 라떼(S),310,mL,0,310,335,10,0,0,34,150,0,6.9,0,0
제주 청귤 블렌딩 티(S),330,mL,0,330,200,0,0,0,43,2,0,0,0,0
폼나는 아이스 밀크티 (R),391,mL,0,391,207,6,0,0,37,105,0,5,0,0
폼나는 아이스 그린티 라떼 (R),372,mL,0,372,195,6,0,0,22,107,0,5,0,0
블랙버블 라떼,380,mL,0,380,310,4,0,0,33,95,0,3.8,0,0
블랙버블 밀크티,400,mL,0,400,275,3,0,0,36,80,0,2.5,0,0
퍼스트브레이크,312,mL,0,312,0,0,0,0,0,0,0,0,0,0
런마테,313,mL,0,313,0,0,0,0,0,0,0,0,0,0
유자 블렌딩티(S),333,mL,0,333,185,0,0,0,42,2,0,0,0,0
레몬 블렌딩티(S),334,mL,0,334,255,0,0,0,53,2,0,0,0,0
핫초코(R),415,mL,0,415,480,13,0,0,43,179,0,10,0,0
핫초코(S),330,mL,0,330,375,10,0,0,34,143,0,8,0,0
아이스 초코(R),468,mL,0,468,360,10,0,0,36,141,0,7,0,0
아이스 초코(S),378,mL,0,378,280,8,0,0,26,114,0,6,0,0
밀크티 라떼(R),381,mL,0,381,350,11,0,0,39,247,0,9,0,0
밀크티 라떼(S),307,mL,0,307,290,8,0,0,33,202,0,7,0,0
아이스 밀크티 라떼 (S),331,mL,0,331,240,6,0,0,32,162,0,5,0,0
아이스 밀크티 라떼(R),390,mL,0,390,285,6,0,0,39,192,0,5,0,0
그린티 라떼(R),370,mL,0,370,305,11,0,0,32,181,0,9,0,0
그린티라떼(S),296,mL,0,296,245,9,0,0,26,245,0,7,0,0
아이스 그린티 라떼(R),416,mL,0,416,195,6,0,0,22,105,0,5,0,0
아이스 그린티 라떼(S),342,mL,0,342,165,6,0,0,18,94,0,5,0,0
바닐라라떼(R),428,mL,0,428,420,9,0,0,40,236,0,15,0,0
바닐라라떼(S),318,mL,0,318,320,6,0,0,25,173,0,13,0,0
코코넛앤망고 스노우 빙수,470,mL,0,470,385,1,0,0,72,31,0,3.8,0,0
밀크 스노우 빙수,515,mL,0,515,605,16,0,0,81,251,0,3.9,0,0
아이스 요거트,65,mL,0,65,112,1,0,0,18,25,0,2.3,0,0
아이스 블루,65,mL,0,65,64,0,0,0,16,2,0,0,0,0
아이스 초코치노,65,mL,0,65,150,2.8,0,0,9,50,0,4.3,0,0
아이스 라떼,65,mL,0,65,130,2.5,0,0,7,40,0,3.6,0,0
아이스 바닐라,65,mL,0,65,140,2.7,0,0,7,25,0,3.8,0,0
아이스 바닐라,395,mL,0,395,20,1,0,0,4,6,0,0,0,0
모닝콤보 오렌지 주스,240,mL,0,240,88,0,0,0,19,27,0,0,0,0
아이스 맨하탄 드립 커피(R),460,mL,0,460,20,1,0,0,3,5,0,0,0,0
아이스 맨하탄 드립 커피(S),355,mL,0,355,15,0,0,0,3,4,0,0,0,0
첼시바이브 아메리카노 (S),310,mL,0,310,15,0,0,0,0,0,0,0,0,0
첼시바이브 아이스아메리카노 (S),355,mL,0,355,10,1,0,0,0,0,0,0,0,0
첼시바이브 아이스카페라떼 (S),330,mL,0,330,125,6,0,0,8,88,0,4,0,0
첼시바이브 카푸치노 (S),255,mL,0,255,150,7,0,0,10,105,0,5,0,0
첼시바이브 카페라떼 (S),290,mL,0,290,170,8,0,0,11,123,0,6,0,0
연유 버터 라우겐,120,g,120,0,470,7,0,0,12,560,0,18,0,0
볼매 연유크림 브레드,115,g,115,0,455,7,0,0,20,260,0,17,0,0
옥수수 범벅,92,g,92,0,310,6,0,0,11,250,0,11,0,0
고메 미트볼 고로케,120,g,120,0,350,7,0,0,17,310,0,7,0,0
골든 고구마 패스트리,124,g,124,0,505,11,0,0,27,430,0,12,0,0
반반모스,310,g,310,0,1680,59,0,0,104,630,0,58,0,0
황금파이만주,58,g,58,0,305,4,0,0,10,200,0,12,0,0
오리지날 뺑오레쟁,96,g,96,0,390,8,0,0,20,320,0,9,0,0
바통쉬크레,130,g,130,0,595,10,0,0,29,430,0,18,0,0
크리스피쇼콜라,104,g,104,0,515,7,0,0,22,320,0,24,0,0
갈릭퐁당브레드 (소),160,g,160,0,615,10,0,0,22,580,0,22,0,0
갈릭퐁당브레드 (대),310,g,310,0,1195,20,0,0,43,1110,0,42,0,0
초코호두 브리오쉬,90,g,90,0,365,7,0,0,14,210,0,11,0,0
흑미 찹쌀 토스트 식빵,380,g,380,0,1050,31,0,0,24,1710,0,2,0,0
고메버터식빵,280,g,280,0,1035,25,0,0,25,1190,0,25,0,0
통우유식빵,420,g,420,0,270,8,0,0,9,450,0,3.8,0,0
통우유식빵(Half),210,g,210,0,225,6,0,0,8,380,0,3.1,0,0
흑심 품은 맘모스 (소),155,g,155,0,535,13,0,0,38,310,0,9,0,0
사르르 고구마 케이크 빵,128,g,128,0,385,7,0,0,27,260,0,12,0,0
달콤한 흑당 꿀 도넛 (3개입),159,g,159,0,570,9,0,0,19,940,0,8,0,0
베리베리 건강브레드 (소),95,g,95,0,280,7,0,0,10,400,0,0.6,0,0
생크림 만난 마롱 브레드,110,g,110,0,455,9,0,0,21,360,0,13,0,0
베리베리 건강브레드 (대),102,g,102,0,280,7,0,0,11,400,0,0.6,0,0
초코칩트위스트,76,g,76,0,325,6,0,0,12,280,0,11,0,0
고소하고 쫄깃한 찹쌀브레드,75,g,75,0,255,6,0,0,10,270,0,2.8,0,0
슈크림소보로,114,g,114,0,510,10,0,0,26,330,0,16,0,0
새콤달콤 유자파이,100,g,100,0,365,6,0,0,9,370,0,12,0,0
라우겐(2개입),156,g,156,0,430,13,0,0,6,1070,0,0.8,0,0
흑심 품은 맘모스 (대),310,g,310,0,1075,25,0,0,76,620,0,19,0,0
생크림 듬뿍 망고 패스트리,100,g,100,0,330,5,0,0,22,200,0,9,0,0
요거크림 듬뿍 블루베리 패스트리,90,g,90,0,325,5,0,0,18,210,0,10,0,0
크림 듬뿍 파이슈,150,g,150,0,455,7,0,0,21,260,0,17,0,0
NEW정통고로케,108,g,108,0,315,8,0,0,4,370,0,4.3,0,0
NEW김치고로케,132,g,132,0,375,8,0,0,6,360,0,5,0,0
NEW바베큐치킨고로케,114,g,114,0,360,9,0,0,10,380,0,4.7,0,0
치킨마요브레드,125,g,125,0,365,15,0,0,7,600,0,6,0,0
부추잡채고로케,110,g,110,0,320,6,0,0,4,350,0,4.5,0,0
골든피치패스트리,140,g,140,0,405,8,0,0,27,290,0,10,0,0
청포도패스트리,75,g,75,0,215,4,0,0,14,150,0,5,0,0
TLJ 옥수수 듬뿍 옥수수식빵,342,g,342,0,950,25,0,0,26,1110,0,10,0,0
소금버터빵,75,g,75,0,320,5,0,0,4,460,0,13,0,0
빵속에리얼초코,76,g,76,0,200,5,0,0,6,180,0,6,0,0
아몬드보스톡,70,g,70,0,300,5,0,0,18,160,0,7,0,0
카라멜러스크,75,g,75,0,270,4,0,0,12,170,0,10,0,0
NEW고소한후랑크소시지,91,g,91,0,285,11,0,0,8,550,0,6,0,0
NEW어니언소시지포카치아,128,g,128,0,490,10,0,0,17,420,0,11,0,0
크림가득 인절미 브레드,133,g,133,0,615,12,0,0,26,350,0,18,0,0
오리지널뺑오쇼콜라,58,g,58,0,230,5,0,0,12,190,0,5,0,0
NEW단팥소보로,110,g,110,0,410,11,0,0,32,260,0,3.4,0,0
신선함이 가득한 11시 생크림식빵,82,g,82,0,240,7,0,0,6,440,0,3.1,0,0
탕종법으로 만든 쫄깃한 식빵,78,g,78,0,170,5,0,0,4,310,0,1.1,0,0
후레쉬 크림빵,76,g,76,0,265,6,0,0,11,300,0,6,0,0
쫄깃한 찹쌀도넛,81,g,81,0,275,5,0,0,19,320,0,1.9,0,0
호두 연유 바게트,213,g,213,0,750,18,0,0,14,980,0,11,0,0
한입쏘옥 크림치즈파이,29,g,29,0,130,1,0,0,3,90,0,6,0,0
오리지널 크라상,58,g,58,0,260,4,0,0,6,470,0,10,0,0
프랑보아즈 아몬드 크라상,114,g,114,0,450,7,0,0,25,260,0,12,0,0
밤이 듬뿍 맘모스(소),175,g,175,0,645,11,0,0,47,300,0,13,0,0
통큰양파빵,186,g,186,0,605,17,0,0,17,810,0,11,0,0
퀸즈 브리오쉬 브레드,254,g,254,0,885,19,0,0,53,910,0,23,0,0
담백하고쫄깃한탕종브레드,77,g,77,0,165,5,0,0,4,300,0,1.1,0,0
핫도그패스트리,127,g,127,0,345,13,0,0,12,790,0,5,0,0
밤이 듬뿍 맘모스(대),350,g,350,0,1290,23,0,0,93,610,0,27,0,0
오리지널 생크림 크라상,71,g,71,0,305,4,0,0,6,250,0,13,0,0
카페모카빵(소),128,g,128,0,460,10,0,0,17,380,0,10,0,0
스윗 갈릭킹,100,g,100,0,405,5,0,0,17,350,0,15,0,0
"겉은바삭, 속은 촉촉한 플레인스콘",67,g,67,0,295,6,0,0,9,240,0,8,0,0
"겉은바삭, 속은 촉촉한 쇼콜라스콘",67,g,67,0,300,6,0,0,9,220,0,8,0,0
낙엽소시지브레드,133,g,133,0,360,13,0,0,7,650,0,8,0,0
동글동글순치즈,106,g,106,0,310,7,0,0,17,330,0,10,0,0
카페 카야번,90,g,90,0,330,7,0,0,20,300,0,7,0,0
순우유브레드,114,g,114,0,435,10,0,0,20,460,0,10,0,0
뉴패스트리도넛,49,g,49,0,190,3,0,0,7,210,0,4.4,0,0
맘모스빵 (소),130,g,130,0,450,9,0,0,23,460,0,10,0,0
땅콩크림밀크브레드,71,g,71,0,260,6,0,0,8,230,0,6,0,0
허니밀크브레드,242,g,242,0,875,18,0,0,47,860,0,18,0,0
순꿀 호떡,71,g,71,0,210,4,0,0,17,170,0,1.8,0,0
추억의 옥수수소보로,109,g,109,0,405,9,0,0,8,320,0,13,0,0
NEW 빵 속에 순치즈,82,g,82,0,240,6,0,0,6,310,0,7,0,0
한겹한겹 촉촉한 밀크브레드,128,g,128,0,445,10,0,0,25,420,0,7,0,0
NEW 빵 속에 순우유,73,g,73,0,185,5,0,0,9,250,0,3.4,0,0
순 애플링,173,g,173,0,555,13,0,0,25,580,0,12,0,0
쫄깃한 치즈스틱,57,g,57,0,210,4,0,0,3,350,0,4.8,0,0
크랜베리애플크림치즈,82,g,82,0,240,5,0,0,10,300,0,5,0,0
겹겹이 밀크롤인,20,g,20,0,63,2,0,0,3,58,0,0.6,0,0
크림치즈브레드,76,g,76,0,245,6,0,0,9,320,0,6,0,0
잡곡고구마찹쌀브레드,256,g,256,0,695,16,0,0,49,840,0,7,0,0
메론빵,72,g,72,0,260,6,0,0,13,250,0,4.8,0,0
NEW 블루베리 크림치즈,79,g,79,0,235,6,0,0,8,320,0,4.6,0,0
카페모카빵(대),257,g,257,0,925,21,0,0,34,760,0,20,0,0
단팥앙금롤브레드,280,g,280,0,925,25,0,0,58,700,0,11,0,0
동글동글순우유롤,345,g,345,0,1250,26,0,0,41,1340,0,31,0,0
부드러운후레쉬크림샌드빵,71,g,71,0,275,4,0,0,11,280,0,9,0,0
깨찰빵,48,g,48,0,180,2,0,0,2,210,0,3.1,0,0
맘모스빵(대),250,g,250,0,860,17,0,0,43,890,0,19,0,0
진짜고소한땅콩크림빵,49,g,49,0,350,9,0,0,9,240,0,10,0,0
호두가오독오독씹히는단팥빵,107,g,107,0,435,11,0,0,28,300,0,3.8,0,0
땅콩크림소보로,102,g,102,0,465,8,0,0,21,290,0,16,0,0
연유크림만난단팥빵,105,g,105,0,340,9,0,0,21,320,0,4.8,0,0
행복한바나나,76,g,76,0,240,6,0,0,15,270,0,3.2,0,0
초코가나슈크림빵,76,g,76,0,270,5,0,0,28,260,0,2.5,0,0
슈크림빵,85,g,85,0,260,6,0,0,14,220,0,4.6,0,0
단팥빵,86,g,86,0,265,7,0,0,18,270,0,1.8,0,0
소보로빵,76,g,76,0,315,6,0,0,16,260,0,9,0,0
완두앙금빵,80,g,80,0,255,5,0,0,16,230,0,1.8,0,0
초코소라빵,68,g,68,0,245,4,0,0,28,220,0,2.2,0,0
까까웨뜨,79,g,79,0,325,5,0,0,11,220,0,11,0,0
더블초코칩쿠키,36,g,36,0,160,0.7,0,0,11,95,0,2.8,0,0
청키초코칩쿠키,36,g,36,0,155,0.7,0,0,11,95,0,2.8,0,0
피넛버터쿠키,36,g,36,0,175,0.7,0,0,12,100,0,3.7,0,0
겹겹이 치즈스틱,20,g,20,0,64,2,0,0,3,72,0,0.6,0,0
띠띠뽀띠띠뽀미니샌드피넛,65,g,65,0,215,5,0,0,7,290,0,3.8,0,0
띠띠뽀띠띠뽀미니샌드스트로베리,65,g,65,0,215,5,0,0,8,290,0,3.6,0,0
팥과 크림이 꽉찬 크리미 단팥,90,g,90,0,305,5,0,0,19,190,0,5,0,0
한입두입미니단팥빵,160,g,160,0,516,13,0,0,30,524,0,7,0,0
TLJ 옥수수식빵,513,g,513,0,1425,38,0,0,39,1670,0,14,0,0
진한두유검은콩식빵,74,g,74,0,225,7,0,0,8,420,0,2.4,0,0
모카패스트리식빵,72,g,72,0,250,6,0,0,9,260,0,7,0,0
호박패스트리식빵,341,g,341,0,1285,29,0,0,37,1770,0,33,0,0
롤치즈식빵,78,g,78,0,235,8,0,0,6,400,0,3.7,0,0
밤식빵,460,g,460,0,1440,28,0,0,101,1140,0,17,0,0
데니쉬식빵,72,g,72,0,260,5,0,0,6,320,0,11,0,0
딸기잼 듬뿍 미니식빵,295,g,295,0,890,19,0,0,62,930,0,12,0,0
순수한맛 순우유식빵,82,g,82,0,230,7,0,0,7,410,0,2.7,0,0
순수한맛 순우유롤(봉),92,g,92,0,295,8,0,0,7,440,0,6,0,0
데일리 우유식빵,100,g,100,0,280,8,0,0,8,420,0,3,0,0
열두가지 곡물식빵,100,g,100,0,290,10,0,0,6,480,0,3.3,0,0
바로굽는 토스트식빵,100,g,100,0,310,8,0,0,5,430,0,6,0,0
담백한 모닝식빵,100,g,100,0,280,10,0,0,7,460,0,2.3,0,0
호박검은깨식빵,100,g,100,0,290,9,0,0,7,430,0,2.7,0,0
깨찰도넛,56,g,56,0,215,2,0,0,2,200,0,3.8,0,0
프리미엄단팥도넛,108,g,108,0,430,8,0,0,30,300,0,3.9,0,0
렛츠트위스트,48,g,48,0,165,3,0,0,3,240,0,2.1,0,0
옥수수트위스트,76,g,76,0,255,5,0,0,8,230,0,4.7,0,0
엄마랑장볼때먹던 그때그도나쓰,135,g,135,0,435,5,0,0,21,640,0,4.7,0,0
슈거글레이즈드도넛,50,g,50,0,175,3,0,0,10,180,0,3,0,0
딸기마카롱도넛,52,g,52,0,225,4,0,0,3,160,0,7,0,0
롱스틱초코도넛,95,g,95,0,330,6,0,0,13,230,0,10,0,0
초코마카롱도넛,52,g,52,0,215,4,0,0,3,170,0,6,0,0
바바리안크림도넛,62,g,62,0,175,3,0,0,9,210,0,2.1,0,0
스트로베리쨈도넛,62,g,62,0,180,3,0,0,9,210,0,1.9,0,0
깜파뉴속의리얼초코,130,g,130,0,390,9,0,0,27,460,0,5,0,0
몽블랑패스트리,88,g,88,0,330,6,0,0,8,380,0,15,0,0
크림치즈데니쉬,75,g,75,0,305,6,0,0,16,250,0,7,0,0
NEW 파이스틱,40,g,40,0,170,2,0,0,5,120,0,7,0,0
고구마파이,86,g,86,0,285,5,0,0,11,250,0,11,0,0
밤패스트리,162,g,162,0,530,10,0,0,30,620,0,14,0,0
에그타르트,45,g,45,0,145,2,0,0,6,70,0,4.7,0,0
블랙올리브치즈브레드,86,g,86,0,255,8,0,0,2,530,0,2.9,0,0
바게트토스트,83,g,83,0,240,8,0,0,10,350,0,3.4,0,0
건포도빵,78,g,78,0,245,6,0,0,7,350,0,0.8,0,0
진한초콜릿깜파뉴,74,g,74,0,195,5,0,0,9,300,0,2.1,0,0
순꿀 바게트,100,g,100,0,295,8,0,0,11,430,0,2.5,0,0
프랑스바게트,89,g,89,0,230,9,0,0,0.7,510,0,0.2,0,0
마늘스틱,42,g,42,0,170,3,0,0,4,250,0,4.1,0,0
호두바게트,137,g,137,0,455,14,0,0,2,740,0,1.4,0,0
플레인베이글,105,g,105,0,295,12,0,0,12,440,0,1.5,0,0
블루베리베이글,105,g,105,0,320,11,0,0,17,340,0,1.8,0,0
어니언베이글,105,g,105,0,305,11,0,0,14,440,0,1.8,0,0
통밀빵,250,g,250,0,765,19,0,0,36,770,0,8,0,0
미니치즈롤,18,g,18,0,50,2,0,0,0.7,105,0,0.7,0,0
치즈듬뿍 순꿀꽃,180,g,180,0,540,22,0,0,13,810,0,14,0,0
소시지카레양파빵,124,g,124,0,335,13,0,0,6,550,0,7,0,0
미니데니쉬,25,g,25,0,100,2,0,0,5,80,0,2.3,0,0
사각후랑크패스트리,53,g,53,0,215,4,0,0,11,180,0,5,0,0
감자 베이컨 롤,95,g,95,0,270,8,0,0,13,330,0,9,0,0
추억의 사라다 고로케,127,g,127,0,355,6,0,0,8,380,0,6,0,0
미니햄치즈롤(봉),208,g,208,0,555,22,0,0,5,1370,0,8,0,0
트윈에그브레드,105,g,105,0,250,11,0,0,7,410,0,5,0,0
피자토스트,101,g,101,0,245,11,0,0,5,510,0,4.7,0,0
쫄깃한피자빵,107,g,107,0,235,7,0,0,7,330,0,3.7,0,0
폭신폭신모닝롤,180,g,180,0,750,19,0,0,31,980,0,18,0,0
후랑크패스트리,104,g,104,0,425,9,0,0,21,350,0,10,0,0
사르르 초코 생크림 쉬폰,396,g,396,0,1130,13,0,0,90,320,0,37,0,0
"4랑해, 나도",673,g,673,0,1920,25,0,0,1145,590,0,63,0,0
우리유자 롤케이크,100,g,100,0,370,6,0,0,21,141,0,3.9,0,0
볼빨간 사과 생크림,542,g,542,0,1475,16,0,0,150,580,0,37,0,0
부드러운 고구마 라떼 케이크,832,g,832,0,2530,40,0,0,123,620,0,94,0,0
진한 우유 생크림 케이크 1호,810,g,810,0,1420,25,0,0,84,570,0,47,0,0
크레이프 케이크,74,g,74,0,200,5,0,0,10,50,0,4,0,0
진한 우유 생크림 케이크 2호,1021,g,1021,0,1580,30,0,0,104,710,0,48,0,0
바닐라 초코 하트,79,g,79,0,255,4,0,0,14,60,0,10,0,0
떠먹는 쿠키앤크림 볼,70,g,70,0,245,3,0,0,13,95,0,10,0,0
러브 블루베리 케이크,58,g,58,0,250,2,0,0,14,18,0,8,0,0
클래식모카케이크,70,g,70,0,280,4,0,0,18,65,0,8,0,0
흑당 카스테라,100,g,100,0,1519,7,0,0,39,100,0,0.6,0,0
사르르~ 생크림 쉬폰,333,g,333,0,940,11,0,0,71,260,0,31,0,0
생크림케이크1호C,562,g,562,0,1535,23,0,0,99,480,0,53,0,0
생크림케이크1호A,500,g,500,0,1310,16,0,0,79,330,0,52,0,0
생크림케이크2호E,705,g,705,0,2025,32,0,0,136,680,0,66,0,0
생크림케이크2호D,717,g,717,0,1960,31,0,0,144,680,0,61,0,0
오!해피 복숭아 케이크,72,g,72,0,205,3,0,0,18,90,0,5,0,0
유자레몬마카롱,25,g,25,0,95,2,0,0,8,15,0,3,0,0
채석장에 간 띠띠뽀와 디젤,100,g,100,0,350,5,0,0,22,150,0,11,0,0
브라우니 쿠키샌드,56,g,56,0,266,4,0,0,21,141,0,8,0,0
띠띠뽀의 기차마을,770,g,770,0,3095,5,0,0,26,160,0,13,0,0
클래식 롤케이크,100,g,100,0,360,6,0,0,30,250,0,7,0,0
클래식 딸기잼 롤케이크,100,g,100,0,315,6,0,0,28,260,0,2.1,0,0
블루베리 더블크림 롤케이크,100,g,100,0,385,6,0,0,28,280,0,9,0,0
그랑드카페모카 롤케이크,100,g,100,0,375,6,0,0,28,260,0,9,0,0
더블초코 롤케이크,100,g,100,0,383,7,0,0,30,141,0,3.3,0,0
제주첫물녹차 롤케이크,100,g,100,0,365,6,0,0,30,240,0,8,0,0
허니월넛 롤케이크,100,g,100,0,390,7,0,0,25,290,0,8,0,0
달콤 밤만주,54,g,54,0,171,4,0,0,16,54,0,1.1,0,0
우리 유자 카스테라,100,g,100,0,310,7,0,0,35,102,0,0.8,0,0
생크림케이크1호B,460,g,460,0,1345,21,0,0,90,470,0,45,0,0
생크림케이크1호D,547,g,547,0,1460,23,0,0,107,480,0,47,0,0
생크림케이크2호C,778,g,778,0,2155,32,0,0,145,680,0,72,0,0
클래식 파운드,100,g,100,0,450,6,0,0,25,217,0,13,0,0
호두 파운드,100,g,100,0,484,7,0,0,23,223,0,13,0,0
클래식 카스테라,100,g,100,0,306,8,0,0,39,189,0,2.2,0,0
제주 첫물녹차 카스테라,100,g,100,0,296,8,0,0,36,194,0,2.2,0,0
생크림케이크3호B,889,g,889,0,2570,40,0,0,168,880,0,88,0,0
생크림케이크3호C,970,g,970,0,2650,41,0,0,195,900,0,84,0,0
초코쉬폰2호B,638,g,638,0,2185,26,0,0,167,730,0,76,0,0
그린티쉬폰2호B,698,g,698,0,2115,25,0,0,118,610,0,83,0,0
블루베리쉬폰2호B,705,g,705,0,2220,25,0,0,142,610,0,87,0,0
초코생크림케이크1호,556,g,556,0,1620,21,0,0,133,590,0,49,0,0
초코생크림케이크2호,798,g,798,0,2315,31,0,0,190,870,0,68,0,0
블루베리하트케이크,619,g,619,0,1970,23,0,0,119,300,0,72,0,0
생크림케이크2호A,719,g,719,0,2000,32,0,0,135,680,0,65,0,0
